index,gender,occupation,educational_qualification,income,installment,arrears,deposit,shopping_frequency,average_cost,ages,number_of_browsing,number_of_raise,passive_income
26802,0,1,4,103237,24,0,30000,3,80313,40,7,1,11752
26803,1,1,4,28000,9,0,57603,1,32994,27,8,0,137
26804,1,1,3,28000,3,0,82205,3,13680,44,10,1,6339
26805,1,1,3,37117,48,1,30000,9,3000,33,2,0,727
26806,1,0,5,73830,0,0,82003,0,31005,40,10,0,13220
26807,0,1,4,59852,24,0,30000,0,40432,25,7,0,682
26808,1,1,5,90917,3,0,30000,3,10993,31,2,1,7223
26809,1,1,3,34723,3,0,30000,6,34833,41,6,0,15897
26810,0,0,2,126264,3,0,86055,8,30962,35,9,3,363
26811,1,1,2,114846,3,0,159767,4,39995,39,2,0,13654
26812,0,0,2,138150,6,0,71503,10,3000,33,8,1,27867
26813,0,1,3,82844,3,0,30000,10,49676,36,10,2,9633
26814,1,1,4,29123,48,0,99548,7,47722,24,9,0,574
26815,1,1,3,199675,0,0,83541,0,54375,35,8,0,15478
26816,0,1,2,88320,24,0,84606,10,23683,26,4,1,5976
26817,1,1,3,45579,0,0,84624,2,3000,31,3,0,30090
26818,1,0,4,28000,0,0,30000,8,3000,30,2,1,12807
26819,1,0,3,28000,24,0,151566,4,48094,24,2,1,16581
26820,1,1,4,95572,12,0,30000,0,3000,33,10,1,889
26821,1,1,5,47554,0,0,30000,6,57727,30,2,0,9993
26822,0,1,3,28000,24,0,177245,9,38195,21,7,1,337
26823,0,0,4,37518,9,0,30000,1,49371,28,5,1,15807
26824,0,0,3,57219,9,1,150751,1,15470,35,4,1,10995
26825,1,1,5,81822,0,0,30000,7,20721,30,5,2,1422
26826,1,1,4,71745,12,0,50574,3,26682,34,3,0,822
26827,1,1,4,129900,24,0,117494,5,29548,35,6,0,7006
26828,1,1,1,89766,24,0,105815,6,41470,36,10,0,2531
26829,1,1,3,28000,0,1,136772,3,3000,38,6,0,8657
26830,0,0,5,28000,3,0,130610,4,4677,30,4,1,13469
26831,0,1,4,76507,0,0,30000,0,17760,25,2,1,7985
26832,0,1,4,28000,9,0,145831,3,3000,21,6,0,3856
26833,0,1,2,79046,9,0,251780,10,3000,25,1,0,34745
26834,0,1,3,88253,9,0,68677,10,55298,37,2,0,1766
26835,1,0,1,28000,6,0,30000,8,6415,28,6,1,8698
26836,0,1,1,40852,6,0,30000,0,46448,34,6,1,12231
26837,1,0,3,79910,0,0,103495,5,47475,29,5,0,11536
26838,0,1,4,102987,9,0,30000,4,21912,42,7,1,8252
26839,0,1,4,100510,0,0,66434,5,37892,37,7,1,5771
26840,1,1,1,28000,0,0,99056,5,3000,23,3,1,19695
26841,0,1,4,28000,9,0,77572,5,44133,39,2,2,598
26842,0,1,1,28000,0,2,30560,8,37840,31,1,0,11315
26843,0,1,4,62597,0,0,249939,10,15282,36,8,0,251
26844,0,0,4,28000,6,0,37170,6,3000,23,6,0,3857
26845,0,1,5,37234,12,0,30000,10,50532,42,8,0,9639
26846,0,1,4,28000,9,0,30000,7,23832,42,8,1,1411
26847,1,1,2,28000,3,0,55904,0,26683,36,2,0,6948
26848,1,1,4,64051,48,0,30000,4,94535,33,3,1,4266
26849,1,0,1,82330,0,0,64841,7,3000,29,10,2,5456
26850,0,1,4,31812,18,0,87606,7,17046,23,5,0,7779
26851,0,0,4,28000,0,0,40202,0,38650,37,6,0,5316
26852,1,0,4,134346,24,1,30000,5,3000,34,5,1,4320
26853,0,1,4,28000,0,0,143250,6,24261,37,3,0,341
26854,1,0,4,50071,9,0,151522,10,38046,20,8,2,1506
26855,1,1,3,28000,0,1,121957,2,38403,22,3,1,12942
26856,1,0,3,41173,0,0,88059,6,3000,27,2,0,10318
26857,1,0,3,28000,24,0,30000,2,38396,35,6,1,1245
26858,0,1,3,154818,0,2,74137,7,3000,21,10,3,3271
26859,1,0,2,83238,0,0,30000,2,63747,23,6,0,13881
26860,1,1,5,128847,9,0,143249,10,38354,28,5,1,6711
26861,0,1,3,28000,0,0,140893,2,27363,20,3,0,10305
26862,1,0,4,144620,0,1,106203,3,39846,33,2,0,15801
26863,0,1,1,165863,0,0,167424,5,3000,37,8,1,6197
26864,0,1,2,34499,6,0,30000,8,9561,25,10,0,11615
26865,0,1,4,165921,3,0,60492,2,59225,26,5,1,12791
26866,1,1,4,28574,9,0,30000,0,80678,20,3,3,17282
26867,1,1,5,32147,24,0,112324,7,3000,26,1,2,12862
26868,1,1,3,28000,0,0,89613,1,3000,37,10,0,7315
26869,0,1,2,91571,48,0,154497,10,55815,27,9,0,15124
26870,1,1,4,56953,3,0,30000,9,17551,34,9,0,2349
26871,1,1,3,35090,9,0,30000,2,42593,23,8,0,13769
26872,0,1,4,44986,6,0,113580,0,3000,36,1,1,2573
26873,0,1,4,143928,24,0,30000,10,19131,24,2,1,1806
26874,1,0,2,111659,48,1,51996,7,19717,32,10,0,9040
26875,1,1,4,92037,6,0,127597,4,23760,25,1,0,3505
26876,0,1,4,30299,3,0,31104,9,11447,30,4,2,13482
26877,0,1,1,100425,18,2,30000,7,54635,25,8,1,3756
26878,0,0,2,126782,3,0,30000,10,8340,30,3,0,1201
26879,1,1,4,28000,0,0,108510,2,3000,22,8,2,7804
26880,1,1,4,28000,24,0,67354,6,100000,33,8,1,825
26881,0,1,4,127982,6,0,129283,0,31201,32,10,0,4861
26882,1,1,5,129841,48,0,30000,6,19687,35,2,1,227
26883,0,1,1,28000,0,0,30000,0,62793,31,7,0,10772
26884,1,0,3,28000,9,0,51466,7,28454,30,10,1,9539
26885,0,0,4,98840,36,1,133739,3,3000,37,10,1,1464
26886,1,0,5,142592,0,0,201897,6,36593,35,4,2,476
26887,0,1,3,57701,12,0,195148,4,29302,24,3,0,1227
26888,1,1,3,28000,9,0,154199,4,53718,31,3,1,672
26889,1,1,4,83870,6,0,70184,3,3000,32,9,1,16971
26890,0,0,4,64768,18,0,87636,1,36574,22,9,0,415
26891,0,0,2,28250,9,0,106774,0,22685,34,3,0,10437
26892,1,0,1,157350,6,0,239363,10,71060,34,6,1,2479
26893,0,1,1,107840,0,1,131296,4,3000,37,5,1,17789
26894,0,1,3,49471,3,0,30000,1,7771,38,5,1,1743
26895,1,0,4,60768,3,0,30000,7,24367,34,7,0,21
26896,1,0,5,65274,0,1,115857,1,27621,36,9,0,322
26897,0,1,3,28000,0,0,30000,6,43927,27,1,1,5358
26898,1,0,4,34622,6,0,67504,7,28656,25,8,0,348
26899,1,1,4,28000,3,0,30000,0,49151,37,6,0,12157
26900,1,0,3,28000,48,0,30000,8,68451,44,2,0,6625
26901,0,0,2,67668,24,0,30000,0,5732,34,3,0,4639
26902,1,0,3,28000,9,0,30000,3,30281,28,6,1,19703
26903,0,1,4,28000,3,0,30000,4,3000,44,2,1,32013
26904,1,1,4,83602,3,0,48849,4,32622,31,10,1,1324
26905,1,1,4,28000,24,0,30000,7,24904,34,8,1,6880
26906,1,1,2,109131,0,0,124872,3,34128,34,1,2,686
26907,0,1,4,51716,0,0,110301,0,3000,34,9,0,2753
26908,0,1,4,69518,18,0,30000,1,3000,34,2,1,11377
26909,1,0,4,28000,24,1,49949,10,3000,32,1,0,13570
26910,0,1,3,28000,3,0,100736,1,29994,31,2,0,3816
26911,1,0,4,78656,0,0,232543,5,3000,29,3,1,2028
26912,1,1,5,115405,9,0,200847,0,48060,31,6,1,4535
26913,1,1,3,77386,6,0,121980,10,57244,20,6,0,13295
26914,0,0,4,75689,0,0,30000,6,46491,26,6,2,1101
26915,1,1,4,86143,3,0,135430,1,36924,38,7,1,13836
26916,1,0,4,28000,24,1,63053,4,20525,24,6,1,9054
26917,0,0,4,71562,3,0,30000,3,3000,27,9,2,1544
26918,0,0,3,38761,0,0,30000,9,3000,36,8,1,7289
26919,0,0,2,80202,6,0,30000,10,48836,20,6,0,4023
26920,0,0,2,28000,3,0,42129,0,89996,28,4,1,787
26921,1,1,4,28000,18,0,30000,2,3000,21,6,3,32
26922,1,1,5,28000,12,0,94021,7,68037,20,6,0,8159
26923,0,1,4,117021,3,0,30000,0,3000,26,2,1,348
26924,0,1,3,79577,18,0,30000,9,3000,21,9,1,2537
26925,0,1,3,75473,12,0,90749,10,3000,38,8,0,3246
26926,0,1,4,101717,0,0,82707,7,17536,32,3,0,3491
26927,1,0,4,68696,0,0,105193,3,45940,36,7,1,5867
26928,1,0,4,28000,3,0,103566,0,33451,31,10,0,9006
26929,0,1,5,28000,0,0,52501,10,65234,35,3,1,266
26930,0,0,4,28000,0,0,30000,0,3000,34,2,0,6078
26931,0,0,2,88356,0,0,98836,5,65651,44,2,2,442
26932,1,1,4,45018,3,0,141345,8,5198,43,8,1,10861
26933,0,1,5,50383,3,0,182035,7,25013,34,3,2,5513
26934,0,1,4,28000,6,0,39674,3,30397,27,7,2,93
26935,1,1,4,28000,18,0,136848,10,3000,23,9,0,1010
26936,1,1,4,28000,0,1,45492,9,28436,28,3,2,4376
26937,1,0,2,79326,3,0,149298,6,43293,31,8,3,16647
26938,0,1,3,52655,24,0,131302,0,28036,32,6,0,6896
26939,1,0,4,56941,6,0,30000,4,15977,36,7,0,11361
26940,0,1,5,41409,18,1,160742,9,51019,33,3,0,5009
26941,0,1,4,86761,0,0,54947,0,18395,20,1,0,7970
26942,1,0,2,67526,12,0,139546,0,28324,40,5,2,29674
26943,0,1,5,28000,0,0,32528,3,27864,34,2,0,826
26944,1,1,1,117514,9,2,36748,0,38235,31,1,1,9120
26945,1,0,4,75243,6,0,30000,4,36975,27,1,1,8586
26946,0,1,2,36937,0,0,30000,10,11442,28,10,0,24540
26947,0,0,4,78100,9,0,70650,1,51437,24,1,0,5930
26948,1,0,3,28000,3,1,123500,0,3000,23,6,0,33
26949,0,1,1,39659,0,0,30000,7,41871,40,7,0,24727
26950,1,1,4,61643,3,1,80455,5,3000,35,7,1,4452
26951,1,1,4,68585,0,0,37389,2,15759,26,5,2,10385
26952,0,1,4,28000,3,0,130090,7,41230,46,10,0,8134
26953,0,1,1,28000,9,1,90082,3,6870,21,7,1,4716
26954,1,1,3,137189,3,0,103294,5,15016,32,7,0,4798
26955,1,1,4,82154,0,0,30000,6,46320,20,9,0,9105
26956,0,0,4,73086,18,0,49059,0,74389,36,7,1,11498
26957,1,0,5,51332,18,1,96000,5,10463,41,1,2,10468
26958,0,0,3,28000,0,0,69807,7,3000,32,1,0,11646
26959,0,1,4,89255,0,0,195210,0,25810,27,2,0,4790
26960,1,1,4,28000,3,0,110943,5,60013,33,3,0,2312
26961,0,1,2,111749,0,1,76903,2,3000,30,8,1,15513
26962,1,1,4,88521,0,0,159677,4,24754,22,8,1,3006
26963,1,0,4,30730,3,0,191298,2,23193,40,1,0,2688
26964,1,1,4,62275,3,0,125370,5,4164,20,9,0,10886
26965,0,1,4,89259,48,0,66815,8,72400,35,3,0,4547
26966,1,1,5,28000,48,0,30000,8,38023,25,10,0,11974
26967,0,1,4,28000,3,0,106313,3,46133,25,5,0,14918
26968,1,1,4,102417,48,0,30000,9,3000,28,2,0,468
26969,1,1,4,57834,3,0,114197,4,34404,23,8,2,423
26970,1,1,3,33000,3,0,84881,1,18299,33,3,1,4703
26971,0,0,4,28000,0,0,140438,5,3000,25,2,2,394
26972,1,1,1,48059,9,0,37445,4,71254,20,2,1,1797
26973,1,1,4,28000,0,0,43359,9,3000,33,4,0,124
26974,1,1,2,110653,24,1,30000,8,54758,29,2,2,5153
26975,1,1,2,28000,3,0,106176,3,11340,22,9,0,17809
26976,1,0,2,28000,36,1,76194,6,3183,31,5,0,720
26977,0,1,4,28000,9,0,30000,0,3000,28,10,1,3679
26978,1,1,2,45325,0,0,138059,0,84736,32,2,1,9116
26979,0,0,2,50995,36,1,30000,7,23989,26,9,0,14522
26980,1,0,4,82396,3,0,107117,0,59334,26,3,3,13666
26981,1,0,4,28000,6,0,120608,5,63695,43,8,2,7982
26982,1,1,4,58367,12,1,104260,0,16625,38,9,0,255
26983,1,0,1,28000,18,1,93580,1,57335,27,1,0,16747
26984,1,0,4,88892,0,0,113886,4,16073,21,2,0,7323
26985,0,1,5,28000,48,0,30000,10,3000,20,10,1,8885
26986,0,1,4,95501,6,0,30000,0,29395,31,5,1,1562
26987,0,1,3,28000,0,0,119952,8,44170,29,6,0,3678
26988,1,1,4,28000,3,0,211636,6,11633,21,7,1,9169
26989,0,1,4,41048,3,0,105103,1,56007,34,2,1,757
26990,1,1,4,50061,0,1,46169,9,3000,29,6,0,3894
26991,0,1,1,28000,48,0,142854,3,100000,36,6,0,6252
26992,0,1,4,28000,24,0,30000,2,15785,20,9,0,1278
26993,0,0,4,70475,24,0,111973,7,25545,21,9,1,3357
26994,1,0,4,28000,24,0,31414,1,14133,20,8,0,612
26995,0,0,4,28000,24,0,108892,4,4948,36,7,0,3403
26996,1,1,3,89783,12,1,30000,6,41437,38,8,0,3219
26997,0,1,3,28000,3,1,55023,5,3000,37,8,0,869
26998,0,1,4,60170,12,0,65225,6,35213,35,7,0,9739
26999,1,1,4,39369,3,0,30000,5,3000,29,1,0,6412
27000,1,1,3,28000,3,0,54536,6,9116,33,7,2,21259
27001,0,1,5,28000,12,0,97897,5,42170,24,4,0,6
27002,1,1,3,60483,36,0,180622,6,3000,34,5,0,1243
27003,0,0,3,82666,0,0,30000,2,3000,32,9,0,4248
27004,0,1,3,28000,0,0,68106,2,8159,39,3,1,3226
27005,1,1,3,28000,3,1,117413,0,5011,38,6,0,8326
27006,0,1,4,98611,0,0,107118,2,25548,36,7,0,10075
27007,1,1,4,102312,12,0,30000,4,100000,38,7,0,1766
27008,1,1,4,28000,12,0,57997,8,16317,44,9,0,4706
27009,1,0,4,41528,18,0,170473,0,3000,28,5,1,5270
27010,0,0,4,29657,6,1,126882,9,75824,42,2,0,15094
27011,0,1,1,47133,3,0,30000,5,7771,23,9,0,19
27012,1,0,3,28000,18,0,30000,10,3000,27,9,3,8455
27013,0,1,4,92112,3,0,65922,0,58934,38,7,2,21331
27014,1,1,1,123301,48,0,125434,2,43860,27,2,0,6726
27015,1,1,3,28000,3,1,30000,0,10836,27,7,0,7061
27016,1,1,2,83911,36,1,30000,2,74240,25,4,0,2721
27017,0,1,4,35626,9,1,130258,0,36311,42,2,1,23265
27018,1,0,4,28000,3,0,119701,2,3000,31,3,1,1604
27019,0,1,1,100145,6,2,30000,2,3000,22,8,0,20199
27020,0,1,4,102018,48,0,30000,1,3000,42,7,0,4022
27021,1,1,4,86259,0,0,47294,8,3000,35,9,0,4531
27022,0,1,4,125456,0,0,30000,8,49668,23,10,1,3152
27023,0,0,4,52729,6,0,53670,10,3000,43,5,1,11691
27024,0,1,4,49023,0,0,194384,2,3000,39,1,0,7965
27025,1,0,4,162669,18,0,90658,2,3000,34,1,0,1209
27026,0,1,3,127115,3,0,144656,7,15419,37,3,1,6457
27027,0,1,5,70926,6,0,58814,0,22590,31,10,0,2936
27028,1,1,1,39570,0,0,83923,5,11093,30,1,1,16926
27029,0,1,4,52142,18,0,30000,5,39555,35,4,1,3525
27030,1,0,3,28000,0,0,56227,9,18389,32,5,2,4785
27031,1,1,3,74036,48,0,30000,4,46468,35,10,0,5935
27032,0,1,4,82579,0,0,99805,1,51359,20,10,0,10091
27033,1,0,4,97066,12,0,138765,1,3000,27,9,1,13308
27034,0,1,2,28000,0,0,97214,5,64743,32,2,1,4868
27035,0,1,4,73925,36,0,48616,3,24664,23,5,0,20454
27036,1,1,2,81002,3,1,199673,4,73676,24,1,0,3992
27037,1,1,4,42154,0,0,121889,9,24709,31,3,1,8063
27038,1,1,4,66714,9,0,35243,2,55304,42,8,2,4920
27039,1,1,4,28000,6,0,30000,10,49573,35,9,1,9315
27040,1,1,2,81565,3,0,52380,8,37177,28,10,0,7619
27041,0,1,3,104856,6,0,177892,7,41814,28,2,1,5482
27042,0,1,2,46833,0,0,76621,3,62385,25,9,2,12433
27043,0,1,3,28000,24,0,30000,0,21865,30,9,0,12986
27044,1,1,4,28000,9,0,110122,0,76978,27,2,1,89
27045,1,0,3,28000,6,0,72374,3,3000,35,10,0,13795
27046,0,1,4,28000,0,0,163877,6,3000,28,1,0,1963
27047,0,1,3,28000,0,0,91572,10,59873,21,9,0,24869
27048,1,1,4,28000,9,0,30000,0,3000,27,10,2,17518
27049,1,1,4,141196,3,0,30000,8,63935,37,3,2,5534
27050,0,1,2,71519,0,0,116373,3,43028,27,5,1,13341
27051,1,1,4,28000,24,0,30000,2,100000,27,9,3,3473
27052,1,1,3,28000,6,0,104216,4,36688,32,6,0,8399
27053,1,1,4,53456,48,0,34617,8,37496,20,2,0,8371
27054,0,1,4,28000,6,0,30000,3,63226,24,10,0,9565
27055,0,1,2,119592,6,0,30000,10,3000,38,9,1,7146
27056,0,1,4,28000,24,0,141215,9,34467,32,10,3,3672
27057,0,0,4,28000,24,1,75982,2,3000,26,9,0,10670
27058,1,1,4,58133,3,0,87632,10,12862,33,4,0,13323
27059,0,1,4,179861,6,0,30000,0,60298,37,8,2,4472
27060,0,0,1,28000,0,1,96743,0,18261,34,1,1,388
27061,1,1,4,67787,3,1,140004,10,4982,42,6,0,19956
27062,1,1,5,77020,0,0,116526,6,38198,30,8,2,1436
27063,1,0,4,28000,36,0,30000,7,46895,38,10,0,4876
27064,1,1,4,28000,0,0,80637,1,17641,40,10,1,5171
27065,0,1,4,37591,3,0,37107,2,46808,35,8,1,15016
27066,1,1,3,28000,24,0,76544,5,35499,40,7,2,16634
27067,0,1,3,28000,3,0,30000,9,13557,40,5,0,7720
27068,0,1,3,102193,3,0,105660,3,24023,35,9,1,10332
27069,1,0,4,65645,3,0,30000,0,25459,21,3,2,6744
27070,0,1,4,151327,36,0,30000,10,57316,21,7,1,884
27071,0,1,4,35693,6,0,30441,2,33235,35,3,3,3006
27072,0,1,4,28000,3,0,62855,4,35235,27,7,2,2834
27073,0,1,1,108235,0,0,52089,8,15476,32,4,2,26271
27074,1,1,4,28000,36,0,30000,10,67641,24,1,0,3915
27075,1,0,5,62093,12,0,58589,8,26662,23,5,0,778
27076,0,1,4,28000,3,1,145430,6,3000,42,10,0,16536
27077,0,1,3,80600,24,0,156585,2,3000,37,2,3,13409
27078,0,1,5,53098,3,0,30000,6,18825,35,2,0,5421
27079,1,1,4,28000,18,0,51014,9,3000,27,2,1,5564
27080,0,1,1,28000,18,1,106061,8,3000,26,5,1,11714
27081,1,1,4,191346,6,0,153424,3,42250,20,3,0,12303
27082,1,1,4,71105,36,0,164445,9,48317,42,1,2,621
27083,0,0,4,45213,0,0,205003,2,57466,20,7,1,2702
27084,1,1,4,96630,24,0,73098,10,21391,39,5,2,11744
27085,0,1,4,48577,6,0,105648,4,3000,37,10,1,2366
27086,1,1,4,116644,3,0,69183,1,65766,21,5,1,534
27087,0,0,3,73914,3,0,30000,0,16364,28,10,2,6464
27088,1,0,3,113134,0,0,132576,3,3000,24,2,0,3215
27089,1,1,5,64972,9,0,30000,5,60288,30,2,0,8190
27090,1,1,4,31090,24,0,166183,7,20671,34,6,0,10509
27091,0,1,5,85941,0,0,55021,9,53819,29,10,0,5020
27092,1,1,4,37340,3,1,87230,7,35778,23,7,0,15945
27093,0,1,5,28000,0,0,113136,5,3000,22,10,2,18347
27094,1,1,4,52015,6,0,30000,6,14348,23,10,0,259
27095,1,1,1,66526,24,0,58128,4,16886,35,8,0,3955
27096,1,1,4,28000,6,0,123216,2,32275,24,3,1,10957
27097,0,1,3,28000,36,0,93299,7,3000,28,10,1,1039
27098,1,1,4,91980,6,2,56780,9,85895,34,4,0,1869
27099,0,1,1,67225,3,0,101843,0,17332,30,1,1,4405
27100,0,1,3,28000,3,0,38078,5,64958,28,6,1,6603
27101,1,0,4,60997,24,0,30000,8,66784,35,5,1,251
27102,1,1,3,105440,0,0,118061,9,33966,33,6,2,19961
27103,1,1,4,121762,3,1,31266,0,3000,47,10,0,7294
27104,0,1,1,28000,12,0,191526,7,3000,23,7,0,2250
27105,0,1,4,149826,0,0,85086,2,47922,27,3,0,6718
27106,0,1,4,122238,12,0,207091,3,32535,40,6,1,6525
27107,0,1,5,28000,0,0,103043,4,61026,34,2,1,14561
27108,1,1,4,177567,24,0,99188,4,16951,37,8,0,1454
27109,1,1,4,82616,3,0,30000,10,28600,40,6,0,4001
27110,0,0,4,28000,3,0,30000,0,41900,33,9,0,8546
27111,1,1,3,60132,12,0,30000,5,8599,21,8,0,6257
27112,0,0,4,28000,6,0,83178,3,3000,21,7,0,4516
27113,1,1,4,28000,48,0,133186,4,3000,42,1,1,5077
27114,1,0,1,28000,48,1,99646,3,23537,20,10,2,1664
27115,0,1,4,76706,36,0,81838,10,30959,22,2,0,3947
27116,1,1,4,28000,9,0,30000,6,3000,44,10,0,2838
27117,1,1,4,28000,36,1,138924,0,5771,20,5,0,3165
27118,0,0,3,102253,6,1,30000,6,3000,35,3,3,4196
27119,0,1,4,51584,3,0,30000,0,17107,24,2,1,5773
27120,0,1,3,28000,36,0,30000,1,50021,28,8,1,1326
27121,0,0,5,28000,3,0,70937,9,19256,28,8,3,30955
27122,1,1,4,63915,3,0,35339,5,3000,22,10,0,22749
27123,1,0,4,54045,3,0,116266,4,6651,30,10,1,842
27124,1,1,3,39963,3,0,30000,1,34164,38,3,0,5049
27125,1,1,4,46837,3,0,108188,6,3000,31,6,0,7137
27126,1,1,3,28000,18,0,168630,6,6624,24,9,0,7411
27127,1,1,2,41136,0,0,30000,5,9818,34,7,1,6198
27128,1,1,5,28000,24,0,30000,0,86133,21,8,2,16823
27129,1,0,4,67844,0,0,88666,4,37265,38,7,1,506
27130,0,0,3,28000,12,0,72167,2,52296,33,5,1,864
27131,1,1,4,28545,48,0,121031,10,7259,36,2,0,9958
27132,1,0,1,70538,0,0,30000,6,10009,32,9,0,15635
27133,1,0,4,43483,3,0,48074,9,25253,37,10,1,4965
27134,1,1,4,28000,3,0,113400,10,3000,22,6,1,24110
27135,1,0,4,134309,24,0,103345,10,48723,27,3,0,6772
27136,1,0,4,56654,24,0,186454,2,4317,32,5,1,796
27137,1,1,4,42390,3,0,106873,10,3000,32,3,0,7482
27138,1,1,4,28000,9,0,108240,3,53050,28,5,1,1096
27139,1,1,4,28000,9,0,203404,5,70871,36,5,0,16190
27140,0,0,4,28000,18,0,50547,2,7215,34,4,1,18533
27141,0,1,5,135092,3,0,30000,10,13026,28,1,0,6957
27142,1,1,5,28000,3,0,30000,2,73388,20,6,1,1713
27143,0,0,3,102804,12,1,63927,10,29576,24,7,1,4196
27144,1,1,4,135324,18,0,86306,10,41943,21,9,2,10888
27145,0,1,2,107135,0,0,30000,3,23375,24,6,0,18700
27146,0,1,1,122895,48,0,117115,4,87940,30,9,1,842
27147,1,1,4,49121,9,0,65527,3,27720,38,8,1,6044
27148,0,1,5,108313,0,0,30000,10,52591,29,1,1,5606
27149,1,0,4,83903,3,0,143459,6,3000,29,8,1,4693
27150,1,1,4,42410,0,0,175258,8,48678,37,8,1,11841
27151,0,1,2,129167,0,2,30000,4,11097,38,5,0,4542
27152,1,1,4,28000,3,1,154260,2,41757,31,5,0,437
27153,0,1,1,93759,12,0,137054,4,50048,33,10,1,4463
27154,0,0,5,164632,0,0,30000,3,35922,42,5,2,9783
27155,1,1,4,61860,9,0,30000,9,35053,33,9,0,7671
27156,1,1,4,46131,3,0,103618,8,3000,28,6,2,1787
27157,1,1,4,142535,9,0,117865,3,47984,28,5,0,7483
27158,0,1,4,28000,36,0,30000,5,3000,36,9,1,8792
27159,1,1,4,58112,9,0,30000,5,3000,43,8,3,4983
27160,1,1,2,72927,6,0,30000,7,31799,39,10,1,9039
27161,0,1,1,28000,0,0,214811,1,53558,28,2,0,3310
27162,0,0,3,28000,24,0,40397,6,3000,25,1,0,12041
27163,0,1,4,47480,0,0,134931,7,47727,34,6,2,28579
27164,0,1,5,33649,12,0,152454,10,24572,33,1,0,7869
27165,0,1,4,28000,0,1,30000,10,37130,32,8,1,3162
27166,0,1,4,28000,3,0,37943,2,54573,36,8,2,9503
27167,1,1,4,115870,12,0,57090,1,55313,35,2,1,3597
27168,1,1,4,86444,6,0,30000,5,3000,39,8,0,6033
27169,0,1,3,28000,36,0,114748,0,19166,37,10,1,12524
27170,1,1,1,43382,3,0,122444,1,72323,30,8,1,1087
27171,1,1,4,28000,48,0,133187,8,18040,28,8,1,4045
27172,0,1,4,55387,3,0,32273,10,5537,40,3,0,15060
27173,0,1,3,95144,18,0,110939,7,3986,23,1,2,6671
27174,0,0,4,64102,48,0,59436,3,3000,37,2,0,5178
27175,1,1,3,28000,48,1,55412,9,22680,22,2,0,34
27176,0,1,4,28000,0,1,158792,10,30059,35,1,1,2223
27177,1,0,4,60382,3,0,30000,5,29999,23,1,1,111
27178,1,0,3,47373,24,0,30000,8,48204,29,8,2,6611
27179,0,1,4,100338,18,0,52213,7,68256,41,10,2,6774
27180,1,0,4,32697,3,0,118269,10,6225,39,5,2,9660
27181,0,0,4,54916,0,1,93098,3,3000,37,10,0,626
27182,0,1,3,28000,0,0,151146,0,3000,27,6,3,391
27183,1,1,5,28000,0,1,69149,0,15939,33,8,0,7725
27184,0,0,1,110598,6,0,88506,6,3000,32,7,1,6462
27185,1,1,4,28000,0,0,105992,2,43611,36,6,1,2308
27186,0,1,4,28000,24,0,42195,0,100000,35,2,0,28609
27187,1,0,4,113529,3,0,102438,10,25875,34,8,0,7189
27188,0,1,1,57357,48,0,148192,3,3000,22,6,0,3764
27189,1,1,3,49173,6,0,170136,3,29728,30,2,0,3263
27190,1,1,4,28000,0,1,143161,2,9817,29,3,0,10119
27191,1,1,4,139026,6,0,68741,0,78939,28,2,3,40000
27192,1,1,2,57665,3,1,141690,10,34964,37,10,1,5048
27193,1,1,3,89853,0,1,113673,0,83178,28,10,1,25931
27194,0,0,4,28000,3,0,175783,10,79272,28,8,1,6453
27195,0,1,4,75496,6,0,141641,6,37431,35,1,2,932
27196,0,1,3,69926,0,0,30000,1,3000,45,8,2,17025
27197,0,1,4,28000,6,0,93163,3,29881,41,7,0,1447
27198,1,1,4,51832,12,0,90757,4,3000,30,10,0,21160
27199,1,1,1,112744,18,0,114539,4,40000,39,9,1,14003
27200,0,1,2,28000,24,2,189592,9,69448,38,4,0,7015
27201,0,1,2,28000,36,0,30000,3,30381,40,8,0,5253
27202,0,1,4,110790,0,0,35353,3,50328,27,7,2,3933
27203,1,1,4,42872,0,0,146062,3,5124,22,1,0,5421
27204,0,1,3,179820,3,1,152480,8,12046,25,4,0,3414
27205,1,1,3,69728,24,0,45385,8,3000,29,2,0,1896
27206,0,1,5,75795,6,0,229130,4,27265,35,6,0,16673
27207,1,1,4,49006,9,0,139941,10,41027,26,8,1,9402
27208,0,1,4,62185,0,0,98284,2,3000,25,7,0,13267
27209,0,1,2,88622,36,0,176486,5,41983,24,5,0,3844
27210,0,1,4,28000,0,0,143556,7,53029,38,8,2,883
27211,1,1,5,32129,9,0,105454,1,34966,26,2,2,5298
27212,0,0,4,28000,3,0,145667,3,47296,24,6,1,14752
27213,1,1,3,108996,48,0,62385,2,33090,21,9,1,4090
27214,1,1,4,34978,0,0,30000,2,25781,20,5,0,19508
27215,0,0,4,74763,0,0,97989,0,19522,24,10,0,4978
27216,0,1,3,28000,3,0,166813,8,3000,39,2,1,4474
27217,0,0,3,28000,24,0,144967,8,28720,37,7,2,2779
27218,0,1,4,30619,0,0,92031,5,20697,27,4,1,6683
27219,0,1,1,28000,36,0,51830,5,5897,37,3,1,203
27220,1,1,1,28000,3,0,30000,8,3000,24,10,0,2572
27221,0,1,4,51079,6,0,63371,8,69525,35,8,2,7239
27222,0,1,4,69190,3,0,33721,2,3000,36,1,0,8591
27223,1,1,4,109933,0,0,30000,2,3000,38,1,1,1110
27224,0,0,4,116457,3,0,30000,1,30333,30,6,0,2941
27225,0,1,1,28000,0,0,30000,0,3000,28,8,1,14411
